Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,Product Name
271,CA-2017-163979,12/28/17,1/2/18,Second Class,KH-16690,Kristen Hastings,Corporate,United States,San Francisco,California,94110,West,OFF-ST-10003208,Office Supplies,Storage,725.84,4,0,210.4936,Adjustable Depth Letter/Legal Cart
272,CA-2015-155334,7/30/15,7/31/15,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10003628,Technology,Accessories,209.93,7,0,92.3692,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling
273,CA-2015-155334,7/30/15,7/31/15,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10003274,Furniture,Furnishings,5.28,3,0,2.3232,Regeneration Desk Collection
274,CA-2015-155334,7/30/15,7/31/15,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,10.92,3,0.2,4.095,Presstex Flexible Ring Binders
275,CA-2017-118136,9/16/17,9/17/17,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,90301,West,OFF-PA-10002615,Office Supplies,Paper,8.82,2,0,4.0572,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled"
276,CA-2017-118136,9/16/17,9/17/17,First Class,BB-10990,Barry Blumstein,Corporate,United States,Inglewood,California,90301,West,OFF-AR-10001427,Office Supplies,Art,5.98,1,0,1.5548,Newell 330
277,CA-2017-132976,10/13/17,10/17/17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000673,Office Supplies,Paper,11.648,2,0.2,4.0768,"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad"
278,CA-2017-132976,10/13/17,10/17/17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004470,Office Supplies,Paper,18.176,4,0.2,5.9072,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages"
279,CA-2017-132976,10/13/17,10/17/17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10000876,Office Supplies,Storage,59.712,6,0.2,5.9712,Eldon Simplefile Box Office
280,CA-2017-132976,10/13/17,10/17/17,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-LA-10002043,Office Supplies,Labels,24.84,3,0.2,8.694,Avery 489
281,US-2015-161991,9/26/15,9/28/15,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004967,Office Supplies,Binders,2.08,5,0.8,-3.432,Round Ring Binders
282,US-2015-161991,9/26/15,9/28/15,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001760,Technology,Phones,1114.4,7,0.2,376.11,Bose SoundLink Bluetooth Speaker
283,CA-2015-130890,11/2/15,11/6/15,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90004,West,FUR-TA-10002903,Furniture,Tables,1038.84,5,0.2,51.942,"Bevis Round Bullnose 29"" High Table Top"
284,CA-2015-130883,9/26/15,10/2/15,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10000474,Office Supplies,Paper,141.76,5,0.2,47.844,Easy-staple paper
285,CA-2015-130883,9/26/15,10/2/15,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,TEC-AC-10001956,Technology,Accessories,239.8,5,0.2,47.96,Microsoft Arc Touch Mouse
286,CA-2015-130883,9/26/15,10/2/15,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10004100,Office Supplies,Paper,31.104,6,0.2,10.8864,Xerox 216
287,CA-2016-112697,12/18/16,12/20/16,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,OFF-BI-10000778,Office Supplies,Binders,254.058,7,0.7,-169.372,GBC VeloBinder Electric Binding Machine
288,CA-2016-112697,12/18/16,12/20/16,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,OFF-AP-10002684,Office Supplies,Appliances,194.528,2,0.2,24.316,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection"
289,CA-2016-112697,12/18/16,12/20/16,Second Class,AH-10195,Alan Haines,Corporate,United States,Tamarac,Florida,33319,South,OFF-SU-10000646,Office Supplies,Supplies,961.48,5,0.2,-204.3145,Premier Automatic Letter Opener
290,CA-2016-110772,11/20/16,11/24/16,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,OFF-FA-10002983,Office Supplies,Fasteners,19.096,7,0.2,6.6836,Advantus SlideClip Paper Clips
291,CA-2016-110772,11/20/16,11/24/16,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,OFF-LA-10004689,Office Supplies,Labels,18.496,8,0.2,6.2424,Avery 512
292,CA-2016-110772,11/20/16,11/24/16,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,TEC-AC-10002001,Technology,Accessories,255.984,2,0.2,54.3966,Logitech Wireless Gaming Headset G930
293,CA-2016-110772,11/20/16,11/24/16,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,FUR-BO-10004709,Furniture,Bookcases,86.97,3,0.5,-48.7032,"Bush Westfield Collection Bookcases, Medium Cherry Finish"
294,CA-2014-111451,12/26/14,12/28/14,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10004091,Furniture,Furnishings,300.416,8,0.2,78.8592,"Howard Miller 13"" Diameter Goldtone Round Wall Clock"
295,CA-2014-111451,12/26/14,12/28/14,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-CH-10001891,Furniture,Chairs,230.352,3,0.2,20.1558,Global Deluxe Office Fabric Chairs
296,CA-2014-111451,12/26/14,12/28/14,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10002918,Furniture,Furnishings,218.352,3,0.2,-24.5646,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection
297,CA-2014-111451,12/26/14,12/28/14,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-BI-10004593,Office Supplies,Binders,78.6,5,0.7,-62.88,Ibico Laser Imprintable Binding System Covers
298,CA-2014-111451,12/26/14,12/28/14,First Class,KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,OFF-FA-10004854,Office Supplies,Fasteners,27.552,3,0.2,9.2988,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box"
299,CA-2016-142545,10/28/16,11/3/16,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10002105,Office Supplies,Paper,32.4,5,0,15.552,Xerox 223
300,CA-2016-142545,10/28/16,11/3/16,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-ST-10002756,Office Supplies,Storage,1082.48,8,0,10.8248,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand"
301,CA-2016-142545,10/28/16,11/3/16,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10004243,Office Supplies,Paper,56.91,3,0,27.3168,Xerox 1939
302,CA-2016-142545,10/28/16,11/3/16,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,FUR-FU-10001861,Furniture,Furnishings,77.6,4,0,38.024,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts"
303,CA-2016-142545,10/28/16,11/3/16,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-BI-10002706,Office Supplies,Binders,14.28,1,0,6.5688,Avery Premier Heavy-Duty Binder with Round Locking Rings
304,US-2017-152380,11/19/17,11/23/17,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Chicago,Illinois,60623,Central,FUR-TA-10002533,Furniture,Tables,219.075,3,0.5,-131.445,BPI Conference Tables
305,CA-2015-144253,5/4/15,5/9/15,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002671,Furniture,Furnishings,26.8,2,0,12.864,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp
306,CA-2014-130960,12/30/14,1/4/15,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Taylor,Michigan,48180,Central,OFF-AR-10003651,Office Supplies,Art,9.84,3,0,2.8536,Newell 350
307,CA-2014-111003,6/1/14,6/6/14,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-BI-10001072,Office Supplies,Binders,45.48,3,0,20.9208,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack"
308,CA-2014-111003,6/1/14,6/6/14,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-AR-10002135,Office Supplies,Art,289.2,6,0,83.868,Boston Heavy-Duty Trimline Electric Pencil Sharpeners
309,CA-2017-126774,4/15/17,4/17/17,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Arlington,Virginia,22204,South,OFF-AR-10002804,Office Supplies,Art,4.89,1,0,2.0049,Faber Castell Col-Erase Pencils
310,CA-2016-142902,9/12/16,9/14/16,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-FU-10001918,Furniture,Furnishings,15.136,4,0.2,3.5948,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings
311,CA-2016-142902,9/12/16,9/14/16,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-CH-10004086,Furniture,Chairs,466.768,2,0.2,52.5114,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs
312,CA-2016-142902,9/12/16,9/14/16,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-FU-10001756,Furniture,Furnishings,15.232,1,0.2,1.7136,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany"
313,CA-2016-142902,9/12/16,9/14/16,Second Class,BP-11185,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,OFF-LA-10000634,Office Supplies,Labels,6.264,3,0.2,2.0358,Avery 509
314,CA-2014-120887,9/27/14,10/3/14,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-FU-10001588,Furniture,Furnishings,87.54,3,0,37.6422,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black"
315,CA-2014-167850,8/9/14,8/16/14,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710,South,TEC-PH-10002398,Technology,Phones,178.384,2,0.2,22.298,AT&T 1070 Corded Phone
316,CA-2014-167850,8/9/14,8/16/14,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Saint Petersburg,Florida,33710,South,OFF-PA-10001937,Office Supplies,Paper,15.552,3,0.2,5.4432,Xerox 21
317,CA-2014-164259,12/28/14,12/30/14,First Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003373,Office Supplies,Art,99.136,4,0.2,8.6744,"Boston School Pro Electric Pencil Sharpener, 1670"
318,CA-2014-164973,11/4/14,11/9/14,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,FUR-CH-10002602,Furniture,Chairs,135.882,1,0.1,24.1568,DMI Arturo Collection Mission-style Design Wood Chair
319,CA-2014-164973,11/4/14,11/9/14,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-MA-10002927,Technology,Machines,3991.98,2,0,1995.99,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier
320,CA-2014-164973,11/4/14,11/9/14,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-PH-10004093,Technology,Phones,275.94,6,0,80.0226,Panasonic Kx-TS550
321,CA-2014-164973,11/4/14,11/9/14,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-AC-10000892,Technology,Accessories,360,4,0,129.6,NETGEAR N750 Dual Band Wi-Fi Gigabit Router
322,CA-2014-164973,11/4/14,11/9/14,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,OFF-ST-10002974,Office Supplies,Storage,43.57,1,0,13.071,"Trav-L-File Heavy-Duty Shuttle II, Black"
323,CA-2014-156601,9/19/14,9/24/14,Standard Class,FA-14230,Frank Atkinson,Corporate,United States,Long Beach,California,90805,West,OFF-FA-10000624,Office Supplies,Fasteners,7.16,2,0,3.58,OIC Binder Clips
324,CA-2016-162138,4/23/16,4/27/16,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,OFF-BI-10004593,Office Supplies,Binders,251.52,6,0.2,81.744,Ibico Laser Imprintable Binding System Covers
325,CA-2016-162138,4/23/16,4/27/16,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,TEC-AC-10001908,Technology,Accessories,99.99,1,0,34.9965,Logitech Wireless Headset h800
326,CA-2017-153339,11/3/17,11/5/17,Second Class,DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-FU-10001967,Furniture,Furnishings,15.992,1,0.2,0.9995,Telescoping Adjustable Floor Lamp
327,US-2016-141544,8/30/16,9/1/16,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10003645,Technology,Phones,290.898,3,0.4,-67.8762,Aastra 57i VoIP phone
328,US-2016-141544,8/30/16,9/1/16,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000675,Office Supplies,Storage,54.224,2,0.2,3.389,"File Shuttle II and Handi-File, Black"
329,US-2016-141544,8/30/16,9/1/16,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10003312,Furniture,Chairs,786.744,4,0.3,-258.5016,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs
330,US-2016-141544,8/30/16,9/1/16,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10001074,Office Supplies,Labels,100.24,10,0.2,33.831,Round Specialty Laser Printer Labels
331,US-2016-141544,8/30/16,9/1/16,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,Binders,37.764,6,0.7,-27.6936,GBC Premium Transparent Covers with Diagonal Lined Pattern
332,US-2016-150147,4/25/16,4/29/16,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,82.8,2,0.4,-20.7,AT&T 841000 Phone
333,US-2016-150147,4/25/16,4/29/16,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001153,Office Supplies,Binders,20.724,2,0.7,-13.816,Ibico Recycled Grain-Textured Covers
334,US-2016-150147,4/25/16,4/29/16,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001982,Office Supplies,Binders,4.896,3,0.7,-3.4272,Wilson Jones Custom Binder Spines & Labels
335,CA-2015-137946,9/1/15,9/4/15,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001922,Office Supplies,Binders,4.752,1,0.2,1.6038,Storex Dura Pro Binders
336,CA-2015-137946,9/1/15,9/4/15,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10001449,Technology,Copiers,959.984,2,0.2,335.9944,Hewlett Packard LaserJet 3310 Copier
337,CA-2015-137946,9/1/15,9/4/15,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004140,Office Supplies,Binders,14.368,4,0.2,4.49,Avery Non-Stick Binders
338,CA-2014-129924,7/12/14,7/17/14,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003314,Office Supplies,Binders,7.712,2,0.2,2.7956,Tuff Stuff Recycled Round Ring Binders
339,CA-2014-129924,7/12/14,7/17/14,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10004575,Furniture,Tables,698.352,3,0.2,-17.4588,Hon 5100 Series Wood Tables
340,CA-2015-128167,6/22/15,6/26/15,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041,West,OFF-FA-10000490,Office Supplies,Fasteners,4.96,4,0,2.3312,"OIC Binder Clips, Mini, 1/4"" Capacity, Black"
341,CA-2014-122336,4/13/14,4/17/14,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10000122,Office Supplies,Art,17.856,4,0.2,1.116,Newell 314
342,CA-2014-122336,4/13/14,4/17/14,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,509.97,10,0.7,-407.976,Fellowes PB200 Plastic Comb Binding Machine
343,CA-2014-122336,4/13/14,4/17/14,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,30.992,13,0.2,10.0724,Staples
344,CA-2014-122336,4/13/14,4/17/14,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10000702,Technology,Phones,71.928,12,0.4,8.3916,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White"
345,US-2015-120712,12/20/15,12/24/15,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Austin,Texas,78745,Central,OFF-ST-10000107,Office Supplies,Storage,88.8,4,0.2,-2.22,Fellowes Super Stor/Drawer
346,CA-2017-169901,6/15/17,6/19/17,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10002293,Technology,Phones,47.976,3,0.2,4.7976,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5
347,CA-2017-134306,7/8/17,7/12/17,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AR-10004027,Office Supplies,Art,7.56,3,0,3.0996,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box"
348,CA-2017-134306,7/8/17,7/12/17,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-PA-10000249,Office Supplies,Paper,24.56,2,0,11.5432,Easy-staple paper
349,CA-2017-134306,7/8/17,7/12/17,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AR-10001374,Office Supplies,Art,12.96,2,0,4.1472,"BIC Brite Liner Highlighters, Chisel Tip"
350,CA-2016-129714,9/1/16,9/3/16,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,6.79,1,0,2.3086,Sabrent 4-Port USB 2.0 Hub
351,CA-2016-129714,9/1/16,9/3/16,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,24.56,2,0,11.5432,Xerox 1881
352,CA-2016-129714,9/1/16,9/3/16,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002160,Office Supplies,Binders,3.048,1,0.2,1.0668,Acco Hanging Data Binders
353,CA-2016-129714,9/1/16,9/3/16,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,49.12,4,0,23.0864,Xerox 1881
354,CA-2016-129714,9/1/16,9/3/16,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10004995,Office Supplies,Binders,4355.168,4,0.2,1415.4296,GBC DocuBind P400 Electric Binding System
355,CA-2016-138520,4/8/16,4/13/16,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,FUR-BO-10002268,Furniture,Bookcases,388.704,6,0.2,-4.8588,Sauder Barrister Bookcases
356,CA-2016-138520,4/8/16,4/13/16,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-EN-10001137,Office Supplies,Envelopes,8.26,2,0,3.7996,"#10 Gummed Flap White Envelopes, 100/Box"
357,CA-2016-138520,4/8/16,4/13/16,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-AR-10002399,Office Supplies,Art,17.04,4,0,6.9864,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush"
358,CA-2016-138520,4/8/16,4/13/16,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-PA-10002713,Office Supplies,Paper,34.4,5,0,15.824,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11"
359,CA-2016-130001,4/23/16,4/28/16,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-PA-10002666,Office Supplies,Paper,36.24,5,0.2,11.325,Southworth 25% Cotton Linen-Finish Paper & Envelopes
360,CA-2017-155698,3/8/17,3/11/17,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-AP-10001124,Office Supplies,Appliances,647.84,8,0,168.4384,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection
361,CA-2017-155698,3/8/17,3/11/17,First Class,VB-21745,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-LA-10001158,Office Supplies,Labels,20.7,2,0,9.936,"Avery Address/Shipping Labels for Typewriters, 4"" x 2"""
362,CA-2017-144904,9/25/17,10/1/17,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,OFF-LA-10001158,Office Supplies,Labels,20.7,2,0,9.936,"Avery Address/Shipping Labels for Typewriters, 4"" x 2"""
363,CA-2017-144904,9/25/17,10/1/17,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,FUR-CH-10000785,Furniture,Chairs,488.646,3,0.1,86.8704,Global Ergonomic Managers Chair
364,CA-2017-144904,9/25/17,10/1/17,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,OFF-AR-10003732,Office Supplies,Art,5.56,2,0,1.4456,Newell 333
365,CA-2017-144904,9/25/17,10/1/17,Standard Class,KW-16435,Katrina Willman,Consumer,United States,New York City,New York,10009,East,FUR-FU-10000023,Furniture,Furnishings,47.12,8,0,20.7328,Eldon Wave Desk Accessories
366,CA-2014-123344,9/24/14,9/29/14,Standard Class,JD-16060,Julia Dunbar,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10001713,Office Supplies,Storage,211.96,4,0,8.4784,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black"
367,CA-2016-155516,10/21/16,10/21/16,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,OFF-BI-10002412,Office Supplies,Binders,23.2,4,0,10.44,Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders
368,CA-2016-155516,10/21/16,10/21/16,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,OFF-SU-10001225,Office Supplies,Supplies,7.36,2,0,0.1472,Staple remover
369,CA-2016-155516,10/21/16,10/21/16,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,OFF-ST-10002406,Office Supplies,Storage,104.79,7,0,29.3412,Pizazz Global Quick File
370,CA-2016-155516,10/21/16,10/21/16,Same Day,MK-17905,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,FUR-BO-10002545,Furniture,Bookcases,1043.92,4,0,271.4192,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors"
371,CA-2017-104745,5/29/17,6/4/17,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,OFF-PA-10002036,Office Supplies,Paper,25.92,5,0.2,9.396,Xerox 1930
372,CA-2017-104745,5/29/17,6/4/17,Standard Class,GT-14755,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,OFF-ST-10002205,Office Supplies,Storage,53.424,3,0.2,4.6746,File Shuttle I and Handi-File
373,US-2014-119137,7/23/14,7/27/14,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,OFF-BI-10001982,Office Supplies,Binders,8.16,5,0.7,-5.712,Wilson Jones Custom Binder Spines & Labels
374,US-2014-119137,7/23/14,7/27/14,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,TEC-AC-10003911,Technology,Accessories,1023.936,8,0.2,179.1888,NETGEAR AC1750 Dual Band GigabitSmart WiFi Router
375,US-2014-119137,7/23/14,7/27/14,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,OFF-AR-10000658,Office Supplies,Art,9.24,1,0.2,0.924,Newell 324
376,US-2014-119137,7/23/14,7/27/14,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,TEC-AC-10002076,Technology,Accessories,479.04,10,0.2,-29.94,Microsoft Natural Keyboard Elite
377,US-2016-134656,9/28/16,10/1/16,First Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Quincy,Illinois,62301,Central,OFF-PA-10003039,Office Supplies,Paper,99.136,4,0.2,30.98,Xerox 1960
378,US-2017-134481,8/27/17,9/1/17,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,Franklin,Massachusetts,2038,East,FUR-TA-10004915,Furniture,Tables,1488.424,7,0.3,-297.6848,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D"
379,CA-2015-130792,4/28/15,5/5/15,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10000696,Office Supplies,Appliances,8.652,3,0.8,-20.3322,Holmes Odor Grabber
380,CA-2015-130792,4/28/15,5/5/15,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10003327,Office Supplies,Storage,23.832,3,0.2,2.6811,Akro-Mils 12-Gallon Tote
381,CA-2015-130792,4/28/15,5/5/15,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10000309,Office Supplies,Binders,12.176,4,0.8,-18.8728,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black"
382,CA-2016-134775,10/28/16,10/29/16,First Class,AS-10285,Alejandro Savely,Corporate,United States,San Francisco,California,94109,West,OFF-PA-10004734,Office Supplies,Paper,50.96,7,0,25.48,Southworth Structures Collection
